instId,baseCurrency,quoteCurrency,contractValue,listTime,expireTime,maxLeverage,minSize,lotSize,tickSize,instType,contractType,maxLimitSize,maxMarketSize,state,thresholdX,thresholdY,thresholdZ,settleCurrency
SUPER-USDT,SUPER,USDT,1,1700800205000,1890186825000,75,1,1,0.0001,SWAP,linear,100000,100000,live,0.06,0.06,0.3,USDT
MOVR-USDT,MOVR,USDT,1,1700798405000,1890186084000,50,0.1,0.1,0.001,SWAP,linear,100000,9000,live,0.04,0.04,0.3,USDT
1000RATS-USDT,1000RATS,USDT,1,1700713805000,4906075420494,40,1,1,0.00001,SWAP,linear,1000000,1000000,live,0.06,0.06,0.3,USDT
CKB-USDT,CKB,USDT,1,1697617800000,1886315400000,50,1,1,0.000001,SWAP,linear,10000000,5580000,live,0.06,0.06,0.3,USDT
CETUS-USDT,CETUS,USDT,10,1700728205000,1922329800000,20,1,1,0.00001,SWAP,linear,2000000,30000,live,0.04,0.04,0.3,USDT
ETHW-USDT,ETHW,USDT,0.1,1700728205000,1922329800000,20,1,1,0.0001,SWAP,linear,9000000,150000,live,0.04,0.04,0.3,USDT
PYTH-USDT,PYTH,USDT,10,1700555405000,1893427200000,75,1,1,0.00001,SWAP,linear,4500000,25000,live,0.04,0.04,0.3,USDT
10000SATS-USDT,10000SATS,USDT,1,1700195405000,1921116128000,12,1,1,0.0000001,SWAP,linear,132210000,12000000,live,0.06,0.06,0.3,USDT
MNT-USDT,MNT,USDT,1,1700123405000,1922329800000,25,1,1,0.0001,SWAP,linear,710000,100000,live,0.06,0.06,0.3,USDT
KAS-USDT,KAS,USDT,1,1700123405000,1922329800000,75,1,1,0.00001,SWAP,linear,8000000,6000000,live,0.06,0.06,0.3,USDT
1000BONK-USDT,1000BONK,USDT,1000,1700123405000,1922329800000,75,0.1,0.1,0.000001,SWAP,linear,40000,6000,live,0.06,0.06,0.3,USDT
BEAM-USDT,BEAM,USDT,1,1700037005000,1922329800000,20,1,1,0.000001,SWAP,linear,15140000,1570000,live,0.06,0.06,0.3,USDT
CRO-USDT,CRO,USDT,10,1699871405000,1922329800000,20,1,1,0.00001,SWAP,linear,9157000,30000,live,0.06,0.06,0.3,USDT
RVN-USDT,RVN,USDT,10,1697617800000,1886315400000,20,1,1,0.00001,SWAP,linear,10000000,270000,live,0.04,0.04,0.3,USDT
ILV-USDT,ILV,USDT,0.1,1699677005000,1888156800000,50,1,1,0.001,SWAP,linear,34600,10000,live,0.06,0.06,0.3,USDT
SKL-USDT,SKL,USDT,1,1697617800000,1886315400000,50,1,1,0.00001,SWAP,linear,10000000,5000000,live,0.06,0.06,0.3,USDT
STEEM-USDT,STEEM,USDT,1,1699525805000,1888911585000,50,1,1,0.00001,SWAP,linear,1370900,200000,live,0.06,0.06,0.3,USDT
BAND-USDT,BAND,USDT,1,1699519505000,1922329800000,50,1,1,0.0001,SWAP,linear,10000000,30000,live,0.04,0.04,0.3,USDT
XTZ-USDT,XTZ,USDT,1,1673517600000,1890748800000,50,1,1,0.001,SWAP,linear,15265000,70000,live,0.04,0.04,0.15,USDT
CAKE-USDT,CAKE,USDT,1,1699417805000,1922329800000,75,1,1,0.0001,SWAP,linear,1000000,20000,live,0.06,0.06,0.3,USDT
POLYX-USDT,POLYX,USDT,1,1699417805000,1922329800000,50,1,1,0.00001,SWAP,linear,4814200,200000,live,0.06,0.06,0.3,USDT
TRU-USDT,TRU,USDT,1,1699417805000,1922329800000,50,1,1,0.00001,SWAP,linear,5850600,500000,live,0.06,0.06,0.3,USDT
TWT-USDT,TWT,USDT,1,1699160400000,1922329800000,50,1,1,0.0001,SWAP,linear,312600,30000,live,0.06,0.06,0.3,USDT
MEME-USDT,MEME,USDT,100,1699023600000,1922329800000,50,1,1,0.000001,SWAP,linear,60000000,100000,live,0.04,0.04,0.3,USDT
TIA-USDT,TIA,USDT,1,1698813005000,1919733551000,75,1,1,0.0001,SWAP,linear,4500000,40000,live,0.04,0.04,0.3,USDT
TON-USDT,TON,USDT,1,1698661805000,1888047813000,75,1,1,0.0001,SWAP,linear,3000000,40000,live,0.04,0.04,0.3,USDT
GAS-USDT,GAS,USDT,1,1700555405000,1924417664000,20,1,1,0.001,SWAP,linear,3000000,8000,live,0.04,0.04,0.3,USDT
DENT-USDT,DENT,USDT,10,1697617800000,1886315400000,50,1,1,0.000001,SWAP,linear,22451700,5000000,live,0.06,0.06,0.3,USDT
XVG-USDT,XVG,USDT,1,1697617800000,1886315400000,50,1,1,0.000001,SWAP,linear,550000000,6000000,live,0.06,0.06,0.3,USDT
1000FLOKI-USDT,1000FLOKI,USDT,1,1697617800000,1886315400000,75,1,1,0.00001,SWAP,linear,5249800,638000,live,0.06,0.06,0.3,USDT
RLC-USDT,RLC,USDT,0.1,1697617800000,1886315400000,50,1,1,0.0001,SWAP,linear,10000000,350000,live,0.06,0.06,0.3,USDT
HFT-USDT,HFT,USDT,1,1697617800000,1886315400000,50,1,1,0.00001,SWAP,linear,10000000,500000,live,0.06,0.06,0.3,USDT
LRC-USDT,LRC,USDT,10,1697617800000,1886315400000,20,1,1,0.00001,SWAP,linear,9760000,25000,live,0.04,0.04,0.3,USDT
DUSK-USDT,DUSK,USDT,1,1697617800000,1886315400000,50,1,1,0.00001,SWAP,linear,10000000,500000,live,0.06,0.06,0.3,USDT
ICX-USDT,ICX,USDT,1,1697617800000,1886315400000,20,1,1,0.0001,SWAP,linear,133680000,50000,live,0.04,0.04,0.3,USDT
IOTA-USDT,IOTA,USDT,10,1697617800000,1886315400000,20,1,1,0.0001,SWAP,linear,5254000,20000,live,0.04,0.04,0.3,USDT
CHR-USDT,CHR,USDT,1,1697617800000,1886315400000,50,1,1,0.0001,SWAP,linear,10000000,1000000,live,0.06,0.1,0.15,USDT
ONE-USDT,ONE,USDT,1,1697617800000,1886315400000,50,1,1,0.00001,SWAP,linear,700000000,5000000,live,0.04,0.04,0.3,USDT
CELR-USDT,CELR,USDT,1,1697617800000,1886315400000,50,1,1,0.00001,SWAP,linear,120000000,3000000,live,0.06,0.06,0.3,USDT
ZEC-USDT,ZEC,USDT,0.1,1697617800000,1886315400000,75,1,1,0.01,SWAP,linear,80000,20000,live,0.06,0.06,0.3,USDT
BAT-USDT,BAT,USDT,10,1697617800000,2517467400000,50,1,1,0.0001,SWAP,linear,5356000,23000,live,0.04,0.04,0.3,USDT
ROSE-USDT,ROSE,USDT,1,1697617800000,1886315400000,75,1,1,0.00001,SWAP,linear,10000000,500000,live,0.06,0.06,0.3,USDT
RSR-USDT,RSR,USDT,100,1697617800000,1886315400000,20,1,1,0.000001,SWAP,linear,14000000,150000,live,0.06,0.06,0.3,USDT
PHB-USDT,PHB,USDT,1,1697617800000,1886315400000,50,1,1,0.0001,SWAP,linear,10000000,23800,live,0.06,0.06,0.3,USDT
JASMY-USDT,JASMY,USDT,1,1697617800000,1886315400000,75,1,1,0.000001,SWAP,linear,24837300,5000000,live,0.06,0.06,0.3,USDT
MAV-USDT,MAV,USDT,1,1697617800000,1886315400000,50,1,1,0.00001,SWAP,linear,4240800,1200000,live,0.06,0.06,0.3,USDT
HOT-USDT,HOT,USDT,10,1697617800000,1886315400000,50,1,1,0.000001,SWAP,linear,5000000,2000000,live,0.06,0.06,0.3,USDT
NMR-USDT,NMR,USDT,0.1,1697617800000,4919107397240,75,1,1,0.001,SWAP,linear,11620000,10000,live,0.04,0.04,0.3,USDT
SFP-USDT,SFP,USDT,1,1697617800000,1886315400000,75,1,1,0.0001,SWAP,linear,5000000,300000,live,0.04,0.1,0.15,USDT
ONT-USDT,ONT,USDT,10,1697617800000,1886315400000,75,1,1,0.0001,SWAP,linear,5262000,35000,live,0.04,0.04,0.3,USDT
DODOX-USDT,DODOX,USDT,1,1697617800000,1886315400000,50,1,1,0.000001,SWAP,linear,6026900,1000000,live,0.06,0.06,0.3,USDT
BEL-USDT,BEL,USDT,1,1697617800000,1886315400000,50,1,1,0.0001,SWAP,linear,10000000,250000,live,0.06,0.06,0.3,USDT
ALICE-USDT,ALICE,USDT,0.1,1697617800000,1886315400000,50,1,1,0.001,SWAP,linear,500000,500000,live,0.06,0.06,0.3,USDT
HOOK-USDT,HOOK,USDT,0.1,1697617800000,1886315400000,50,1,1,0.00001,SWAP,linear,3202800,950000,live,0.06,0.06,0.3,USDT
C98-USDT,C98,USDT,1,1697617800000,1886315400000,50,1,1,0.0001,SWAP,linear,1151800,900000,live,0.06,0.06,0.3,USDT
AR-USDT,AR,USDT,0.1,1697617800000,4916348922019,20,1,1,0.001,SWAP,linear,13260000,90000,live,0.04,0.04,0.3,USDT
SPELL-USDT,SPELL,USDT,10,1697617800000,1886315400000,50,1,1,0.0000001,SWAP,linear,35009100,3384000,live,0.04,0.04,0.3,USDT
MTL-USDT,MTL,USDT,1,1697617800000,1886315400000,50,1,1,0.0001,SWAP,linear,1000000,80000,live,0.06,0.06,0.3,USDT
LUNA2-USDT,LUNA2,USDT,1,1697617800000,4898225773581,50,1,1,0.00001,SWAP,linear,462100,300000,live,0.06,0.06,0.3,USDT
VET-USDT,VET,USDT,1,1697617800000,1886315400000,75,1,1,0.000001,SWAP,linear,200000000,2500000,live,0.06,0.06,0.3,USDT
ARKM-USDT,ARKM,USDT,1,1697617800000,1886315400000,75,1,1,0.0001,SWAP,linear,5000000,100000,live,0.06,0.06,0.3,USDT
XMR-USDT,XMR,USDT,0.1,1697617800000,1886315400000,75,0.1,0.1,0.01,SWAP,linear,33100,6500,live,0.06,0.06,0.3,USDT
HBAR-USDT,HBAR,USDT,100,1697617800000,4918413306773,75,0.1,0.1,0.00001,SWAP,linear,800000,14000,live,0.04,0.04,0.3,USDT
IOTX-USDT,IOTX,USDT,1,1697617800000,1886315400000,50,1,1,0.00001,SWAP,linear,70000000,2000000,live,0.06,0.06,0.3,USDT
API3-USDT,API3,USDT,1,1697617800000,1886315400000,20,1,1,0.0001,SWAP,linear,2000000,200000,live,0.04,0.04,0.3,USDT
RUNE-USDT,RUNE,USDT,1,1697617800000,1886315400000,75,1,1,0.0001,SWAP,linear,10000000,50000,live,0.06,0.06,0.3,USDT
LQTY-USDT,LQTY,USDT,0.1,1697617800000,1886315400000,20,1,1,0.0001,SWAP,linear,300000000,200000,live,0.04,0.04,0.3,USDT
ARK-USDT,ARK,USDT,1,1697617800000,1886315400000,40,1,1,0.0001,SWAP,linear,10000000,150000,live,0.06,0.06,0.3,USDT
QNT-USDT,QNT,USDT,0.1,1697358600000,1861891200000,75,0.1,0.1,0.01,SWAP,linear,10000000,10000,live,0.06,0.06,0.3,USDT
BIGTIME-USDT,BIGTIME,USDT,1,1697121005000,1918031701000,20,1,1,0.00001,SWAP,linear,189910000,300000,live,0.04,0.04,0.3,USDT
LPT-USDT,LPT,USDT,0.1,1693825205000,1861891200000,20,1,1,0.001,SWAP,linear,10000000,350000,live,0.04,0.04,0.3,USDT
GTC-USDT,GTC,USDT,0.1,1693801805000,1861891200000,50,1,1,0.001,SWAP,linear,1000000,1500000,live,0.06,0.06,0.3,USDT
CYBER-USDT,CYBER,USDT,0.1,1693654200000,1861961400000,50,1,1,0.0001,SWAP,linear,100000000,900000,live,0.06,0.06,0.3,USDT
SEI-USDT,SEI,USDT,10,1692693005000,1861891200000,75,1,1,0.0001,SWAP,linear,1000000,20000,live,0.06,0.06,0.3,USDT
MINA-USDT,MINA,USDT,1,1692001805000,1861891200000,75,1,1,0.0001,SWAP,linear,10000000,85000,live,0.04,0.04,0.3,USDT
PEOPLE-USDT,PEOPLE,USDT,100,1692001805000,1861891200000,75,1,1,0.00001,SWAP,linear,4500000,50000,live,0.06,0.06,0.3,USDT
CTSI-USDT,CTSI,USDT,10,1692001805000,1861891200000,50,1,1,0.0001,SWAP,linear,100000,70000,live,0.06,0.06,0.3,USDT
HNT-USDT,HNT,USDT,1,1703923205000,1864483200000,12,1,1,0.001,SWAP,linear,5000,1322,live,0.06,0.06,0.3,USDT
OGN-USDT,OGN,USDT,100,1692001805000,1861891200000,50,0.1,0.1,0.0001,SWAP,linear,100000,10000,live,0.06,0.06,0.3,USDT
YGG-USDT,YGG,USDT,1,1691145005000,1861891200000,50,1,1,0.00001,SWAP,linear,8000000,110000,live,0.04,0.04,0.3,USDT
ARPA-USDT,ARPA,USDT,1,1691145005000,1861891200000,50,1,1,0.00001,SWAP,linear,10000000,2000000,live,0.06,0.06,0.3,USDT
ID-USDT,ID,USDT,10,1692001805000,1861891200000,20,1,1,0.00001,SWAP,linear,1000000,20000,live,0.04,0.04,0.3,USDT
BSV-USDT,BSV,USDT,1,1691145005000,1861891200000,50,0.1,0.1,0.01,SWAP,linear,130000,3000,live,0.04,0.04,0.3,USDT
ZEN-USDT,ZEN,USDT,1,1691145005000,1861891200000,75,0.1,0.1,0.001,SWAP,linear,1000000,10000,live,0.06,0.06,0.3,USDT
PENDLE-USDT,PENDLE,USDT,1,1693290379000,1861891200000,75,1,1,0.0001,SWAP,linear,3000000,100000,live,0.06,0.06,0.3,USDT
AGLD-USDT,AGLD,USDT,1,1691145005000,1861891200000,20,1,1,0.0001,SWAP,linear,10000000,54000,live,0.06,0.06,0.3,USDT
SHIB-USDT,SHIB,USDT,1000000,1691145005000,1861891200000,50,0.1,0.1,0.000000001,SWAP,linear,793700,35000,live,0.04,0.04,0.3,USDT
MAGIC-USDT,MAGIC,USDT,1,1691145005000,1861891200000,75,1,1,0.0001,SWAP,linear,36180000,70000,live,0.04,0.04,0.3,USDT
STG-USDT,STG,USDT,1,1691145005000,1861891200000,50,1,1,0.0001,SWAP,linear,10000000,190000,live,0.06,0.06,0.3,USDT
WOO-USDT,WOO,USDT,10,1691145005000,1861891200000,50,1,1,0.00001,SWAP,linear,9070000,50000,live,0.04,0.04,0.3,USDT
ZRX-USDT,ZRX,USDT,10,1691145005000,1861891200000,20,1,1,0.0001,SWAP,linear,2700000,21000,live,0.04,0.04,0.3,USDT
ICP-USDT,ICP,USDT,0.01,1691145005000,1861891200000,20,1,1,0.001,SWAP,linear,103642000,3200000,live,0.04,0.04,0.3,USDT
ANKR-USDT,ANKR,USDT,100,1691145005000,1861891200000,50,1,1,0.000001,SWAP,linear,558500,50000,live,0.06,0.06,0.3,USDT
FLOW-USDT,FLOW,USDT,1,1691145005000,1861891200000,50,1,1,0.001,SWAP,linear,20000000,150000,live,0.04,0.04,0.3,USDT
GRT-USDT,GRT,USDT,10,1691145005000,1861891200000,75,1,1,0.00001,SWAP,linear,11560000,100000,live,0.04,0.04,0.3,USDT
IMX-USDT,IMX,USDT,1,1691145005000,1861891200000,75,1,1,0.0001,SWAP,linear,14750000,100000,live,0.04,0.04,0.3,USDT
GMX-USDT,GMX,USDT,0.1,1691145005000,1861891200000,20,1,1,0.001,SWAP,linear,6070000,20000,live,0.04,0.04,0.3,USDT
TRB-USDT,TRB,USDT,0.1,1691145005000,1861891200000,20,1,1,0.001,SWAP,linear,2500000,28000,live,0.04,0.04,0.3,USDT
ASTR-USDT,ASTR,USDT,1,1691145005000,1861891200000,50,1,1,0.000001,SWAP,linear,10000000,600000,live,0.06,0.06,0.3,USDT
HIGH-USDT,HIGH,USDT,1,1691145005000,1861891200000,50,1,1,0.0001,SWAP,linear,1000000,54000,live,0.06,0.06,0.3,USDT
KAVA-USDT,KAVA,USDT,1,1691137805000,4919107352610,75,1,1,0.0001,SWAP,linear,8000000,100000,live,0.06,0.06,0.3,USDT
1INCH-USDT,1INCH,USDT,1,1692001805000,1861891200000,20,1,1,0.0001,SWAP,linear,6000000,130000,live,0.04,0.04,0.3,USDT
COTI-USDT,COTI,USDT,1,1691145005000,1861891200000,50,1,1,0.00001,SWAP,linear,2311700,800000,live,0.06,0.06,0.3,USDT
FXS-USDT,FXS,USDT,0.1,1691145005000,1861891200000,75,1,1,0.0001,SWAP,linear,45000000,50000,live,0.04,0.04,0.3,USDT
FET-USDT,FET,USDT,1,1723633200000,2553436800000,75,1,1,0.0001,SWAP,linear,10000000,250000,live,0.04,0.04,0.3,USDT
CELO-USDT,CELO,USDT,1,1691145005000,1861891200000,20,1,1,0.001,SWAP,linear,34670000,50000,live,0.04,0.04,0.3,USDT
XLM-USDT,XLM,USDT,100,1691145005000,1861891200000,75,0.1,0.1,0.00001,SWAP,linear,390000,9000,live,0.04,0.04,0.3,USDT
INJ-USDT,INJ,USDT,1,1691145005000,1861891200000,75,0.1,0.1,0.001,SWAP,linear,1060000,5000,live,0.04,0.04,0.3,USDT
CFX-USDT,CFX,USDT,1,1677571200000,1890748800000,20,1,1,0.00001,SWAP,linear,20000000,420000,live,0.04,0.04,0.15,USDT
BLUR-USDT,BLUR,USDT,1,1677069000000,1890748800000,20,1,1,0.00001,SWAP,linear,73200000,150000,live,0.04,0.04,0.15,USDT
LINK-USDT,LINK,USDT,1,1673517600000,4918457713123,50,0.1,0.1,0.001,SWAP,linear,983000,25000,live,0.02,0.02,0.05,USDT
ADA-USDT,ADA,USDT,100,1673517600000,1890748800000,50,0.01,0.01,0.0001,SWAP,linear,60000,4500,live,0.04,0.04,0.15,USDT
DOGE-USDT,DOGE,USDT,1000,1673517600000,4907012173174,50,0.01,0.01,0.00001,SWAP,linear,49700,12000,live,0.04,0.04,0.15,USDT
ETC-USDT,ETC,USDT,0.1,1673517600000,4918457690595,50,1,1,0.001,SWAP,linear,6303000,137300,live,0.04,0.04,0.15,USDT
LTC-USDT,LTC,USDT,1,1673517600000,2521900800000,50,0.01,0.01,0.01,SWAP,linear,20000,3500,live,0.02,0.02,0.05,USDT
BNB-USDT,BNB,USDT,0.01,1673517600000,4918462724034,75,1,1,0.01,SWAP,linear,10000000,82000,live,0.04,0.04,0.15,USDT
AVAX-USDT,AVAX,USDT,1,1673517600000,1890748800000,50,0.1,0.1,0.001,SWAP,linear,480000,5200,live,0.04,0.04,0.15,USDT
DOT-USDT,DOT,USDT,1,1673517600000,1890748800000,75,0.1,0.1,0.001,SWAP,linear,2000000,30000,live,0.02,0.02,0.05,USDT
WLD-USDT,WLD,USDT,1,1690200005000,1861891200000,75,1,1,0.0001,SWAP,linear,10000000,50000,live,0.04,0.04,0.3,USDT
STX-USDT,STX,USDT,10,1689237005000,1861891200000,20,0.1,0.1,0.0001,SWAP,linear,900000,16700,live,0.04,0.15,0.15,USDT
COMP-USDT,COMP,USDT,0.1,1689237005000,1861891200000,20,1,1,0.01,SWAP,linear,300000,14000,live,0.04,0.15,0.15,USDT
ORDI-USDT,ORDI,USDT,0.1,1687163405000,1861891200000,75,1,1,0.001,SWAP,linear,6617000,120000,live,0.04,0.15,0.15,USDT
EDU-USDT,EDU,USDT,1,1686558605000,1861891200000,50,1,1,0.0001,SWAP,linear,10000000,200000,live,0.04,0.15,0.15,USDT
PEPE-USDT,PEPE,USDT,10000000,1683793801000,1890748800000,75,0.01,0.01,0.000000001,SWAP,linear,100000,10000,live,0.04,0.15,0.15,USDT
ACH-USDT,ACH,USDT,10,1681288205000,1861891200000,20,1,1,0.000001,SWAP,linear,8000000,100000,live,0.04,0.04,0.15,USDT
OP-USDT,OP,USDT,1,1681288205000,1861891200000,75,1,1,0.0001,SWAP,linear,10000000,100000,live,0.04,0.04,0.15,USDT
LDO-USDT,LDO,USDT,1,1681288205000,1890748800000,75,1,1,0.0001,SWAP,linear,2000000,50000,live,0.04,0.15,0.15,USDT
APE-USDT,APE,USDT,0.1,1681288205000,1861891200000,75,1,1,0.0001,SWAP,linear,100000000,210000,live,0.04,0.15,0.15,USDT
SAND-USDT,SAND,USDT,10,1681288205000,1861891200000,50,1,1,0.00001,SWAP,linear,3000000,11000,live,0.04,0.15,0.15,USDT
ARB-USDT,ARB,USDT,1,1679580005000,1893340800000,20,1,1,0.0001,SWAP,linear,30234000,220000,live,0.04,0.04,0.15,USDT
MANA-USDT,MANA,USDT,10,1681288205000,1861891200000,20,1,1,0.0001,SWAP,linear,500000,15000,live,0.04,0.04,0.15,USDT
NEAR-USDT,NEAR,USDT,10,1681288205000,1861891200000,75,0.1,0.1,0.001,SWAP,linear,300000,3200,live,0.04,0.15,0.15,USDT
SNX-USDT,SNX,USDT,1,1681288205000,1861891200000,75,1,1,0.001,SWAP,linear,10000000,26000,live,0.04,0.15,0.15,USDT
SUI-USDT,SUI,USDT,1,1683189005000,1890748800000,50,1,1,0.0001,SWAP,linear,5000000,200000,live,0.04,0.15,0.15,USDT
FIL-USDT,FIL,USDT,0.1,1673517600000,1890748800000,75,1,1,0.001,SWAP,linear,39059000,200000,live,0.04,0.04,0.15,USDT
XRP-USDT,XRP,USDT,100,1673517600000,1890748800000,50,0.01,0.01,0.0001,SWAP,linear,90000,5000,live,0.02,0.02,0.05,USDT
SSV-USDT,SSV,USDT,0.1,1681288205000,1861891200000,75,1,1,0.001,SWAP,linear,9820000,20000,live,0.04,0.15,0.15,USDT
AXS-USDT,AXS,USDT,0.1,1673517600000,1890748800000,20,1,1,0.001,SWAP,linear,39550000,80000,live,0.06,0.06,0.15,USDT
SOL-USDT,SOL,USDT,1,1673517600000,1890748800000,75,0.01,0.01,0.01,SWAP,linear,1000000,6000,live,0.02,0.04,0.08,USDT
GMT-USDT,GMT,USDT,1,1673517600000,2521900800000,20,1,1,0.00001,SWAP,linear,136000000,3000000,live,0.04,0.04,0.15,USDT
GALA-USDT,GALA,USDT,10,1673517600000,1890748800000,20,1,1,0.00001,SWAP,linear,71520000,800000,live,0.04,0.04,0.15,USDT
BCH-USDT,BCH,USDT,0.1,1673517600000,2521900800000,50,0.1,0.1,0.01,SWAP,linear,100000,9000,live,0.04,0.04,0.15,USDT
ZIL-USDT,ZIL,USDT,100,1673517600000,1890748800000,75,1,1,0.00001,SWAP,linear,2000000,23000,live,0.04,0.04,0.15,USDT
UNI-USDT,UNI,USDT,1,1673517600000,4904590979358,75,0.1,0.1,0.001,SWAP,linear,1200000,15000,live,0.04,0.04,0.15,USDT
TRX-USDT,TRX,USDT,1000,1673517600000,1890748800000,50,0.01,0.01,0.00001,SWAP,linear,10000,2000,live,0.04,0.04,0.15,USDT
WAVES-USDT,WAVES,USDT,1,1673517600000,1890748800000,20,1,1,0.0001,SWAP,linear,33500,6700,live,0.06,0.06,0.15,USDT
DYDX-USDT,DYDX,USDT,1,1673517600000,1890748800000,75,1,1,0.001,SWAP,linear,12410000,60000,live,0.04,0.04,0.15,USDT
AAVE-USDT,AAVE,USDT,0.1,1673517600000,1890748800000,50,0.1,0.1,0.01,SWAP,linear,500000,12000,live,0.04,0.04,0.15,USDT
THETA-USDT,THETA,USDT,10,1673517600000,1890748800000,75,0.1,0.1,0.0001,SWAP,linear,800000,8500,live,0.04,0.04,0.15,USDT
ATOM-USDT,ATOM,USDT,1,1673517600000,1890748800000,75,1,1,0.001,SWAP,linear,2500000,14000,live,0.04,0.04,0.15,USDT
SUSHI-USDT,SUSHI,USDT,1,1673517600000,1890748800000,50,1,1,0.0001,SWAP,linear,10000000,60000,live,0.04,0.04,0.15,USDT
CRV-USDT,CRV,USDT,1,1673517600000,1890748800000,50,1,1,0.001,SWAP,linear,15787000,110000,live,0.04,0.04,0.15,USDT
ALGO-USDT,ALGO,USDT,10,1673517600000,1890748800000,50,1,1,0.0001,SWAP,linear,3594000,28000,live,0.04,0.04,0.15,USDT
EGLD-USDT,EGLD,USDT,0.1,1673517600000,1890748800000,75,1,1,0.001,SWAP,linear,6720000,200000,live,0.04,0.04,0.15,USDT
APT-USDT,APT,USDT,1,1673517600000,1890748800000,75,0.1,0.1,0.0001,SWAP,linear,2100000,25000,live,0.04,0.04,0.15,USDT
CHZ-USDT,CHZ,USDT,10,1673517600000,1890748800000,50,1,1,0.00001,SWAP,linear,3000000,55000,live,0.04,0.04,0.15,USDT
DASH-USDT,DASH,USDT,0.1,1673517600000,1890748800000,75,1,1,0.01,SWAP,linear,119000,24000,live,0.06,0.06,0.15,USDT
MASK-USDT,MASK,USDT,1,1673517600000,1890748800000,75,1,1,0.0001,SWAP,linear,9930000,20000,live,0.06,0.04,0.15,USDT
KSM-USDT,KSM,USDT,0.1,1673517600000,1890748800000,50,1,1,0.001,SWAP,linear,10000000,22000,live,0.04,0.04,0.15,USDT
QTUM-USDT,QTUM,USDT,1,1673517600000,1890748800000,20,1,1,0.001,SWAP,linear,4522000,17000,live,0.04,0.04,0.15,USDT
NEO-USDT,NEO,USDT,1,1673517600000,2521900800000,75,0.1,0.1,0.001,SWAP,linear,1100000,11000,live,0.04,0.04,0.15,USDT
YFI-USDT,YFI,USDT,0.0001,1673517600000,1890748800000,50,1,1,1,SWAP,linear,5000000,120000,live,0.04,0.04,0.15,USDT
ENJ-USDT,ENJ,USDT,1,1673517600000,1890748800000,50,1,1,0.00001,SWAP,linear,78020000,100000,live,0.04,0.04,0.15,USDT
ENS-USDT,ENS,USDT,0.1,1673517600000,1890748800000,20,1,1,0.001,SWAP,linear,5000000,60000,live,0.04,0.04,0.15,USDT
IOST-USDT,IOST,USDT,1000,1673517600000,1890748800000,20,1,1,0.000001,SWAP,linear,2800000,4200,live,0.04,0.04,0.15,USDT