Timestamp,Open,High,Low,Close,Volume,CurrencyVolume,TradeAmount,Flag
1765063800000,2.0251,2.028,2.0231,2.0274,974,97424,197293.6884,0
1765062900000,2.028,2.0305,2.0228,2.0254,1142,114249,231520.5342,1
1765062000000,2.0267,2.0288,2.0229,2.0277,2903,290328,588198.0173,1
1765061100000,2.031,2.031,2.0258,2.0267,507,50743,102907.4902,1
1765060200000,2.0286,2.031,2.0284,2.031,457,45784,92933.1524,1
1765059300000,2.033,2.0351,2.0289,2.0289,1028,102801,208974.0691,1
1765058400000,2.0326,2.0335,2.0259,2.0329,1100,110037,223391.1007,1
1765057500000,2.0325,2.0338,2.0302,2.0327,884,88421,179679.8728,1
1765056600000,2.0303,2.0344,2.0303,2.0325,764,76493,155448.917,1
1765055700000,2.0284,2.0332,2.0278,2.0303,1138,113874,231261.498,1
1765054800000,2.029,2.0358,2.0273,2.029,2163,216368,439503.5387,1
1765053900000,2.0307,2.0308,2.0282,2.0292,549,54933,111472.074,1
1765053000000,2.0268,2.0307,2.0248,2.0307,1323,132358,268243.2289,1
1765052100000,2.0245,2.0278,2.0232,2.0272,1456,145668,294950.88,1
1765051200000,2.0241,2.0271,2.0218,2.0244,850,85078,172212.7359,1
1765050300000,2.0226,2.0246,2.0222,2.0244,654,65416,132347.7965,1
1765049400000,2.0287,2.0287,2.0192,2.0222,2043,204320,413084.5126,1
1765048500000,2.0264,2.0286,2.0242,2.0286,1276,127630,258629.3767,1
1765047600000,2.0289,2.0326,2.0199,2.0263,3061,306145,619644.1437,1
1765046700000,2.032,2.0329,2.0276,2.0291,925,92559,187935.3763,1
1765045800000,2.0338,2.0371,2.031,2.0323,2150,215023,437043.1447,1
1765044900000,2.0327,2.036,2.0318,2.034,3120,312002,634635.4564,1
1765044000000,2.0319,2.033,2.0279,2.0327,1022,102282,207610.7569,1
1765043100000,2.0275,2.0323,2.0273,2.0319,678,67813,137622.2503,1
1765042200000,2.0339,2.0339,2.0275,2.0275,719,71968,146125.2623,1
1765041300000,2.0341,2.0349,2.03,2.034,968,96828,196868.8209,1
1765040400000,2.0335,2.0368,2.0327,2.034,1074,107410,218524.5772,1
1765039500000,2.0362,2.038,2.0334,2.0339,981,98165,199741.0328,1
1765038600000,2.0312,2.0376,2.0276,2.0362,2200,220012,447459.0391,1
1765037700000,2.0342,2.0351,2.029,2.0312,1002,100235,203683.6887,1
1765036800000,2.028,2.035,2.0259,2.0343,1987,198739,403859.8087,1
1765035900000,2.029,2.032,2.0276,2.0283,1287,128777,261485.4119,1
1765035000000,2.0245,2.0294,2.0205,2.0287,2544,254481,515063.78,1
1765034100000,2.0336,2.0336,2.0215,2.024,2399,239977,485995.4039,1
1765033200000,2.0382,2.0389,2.0316,2.034,1589,158990,323463.6803,1
1765032300000,2.0407,2.044,2.0367,2.0379,1672,167285,341205.4301,1
1765031400000,2.0391,2.0435,2.0383,2.0405,1761,176140,359450.5133,1
1765030500000,2.0311,2.0471,2.0311,2.0394,4412,441238,900292.0972,1
1765029600000,2.0293,2.0338,2.028,2.0311,963,96324,195614.2959,1
1765028700000,2.0348,2.0348,2.0293,2.0293,851,85137,173024.9184,1
1765027800000,2.0337,2.0384,2.0329,2.0348,908,90870,184948.9756,1
1765026900000,2.0325,2.0352,2.0313,2.0337,670,67062,136378.1233,1
1765026000000,2.0291,2.034,2.0289,2.0328,584,58498,118880.3413,1
1765025100000,2.0304,2.0322,2.0282,2.0291,716,71628,145378.2876,1
1765024200000,2.0293,2.0312,2.0285,2.0307,591,59104,119975.748,1
1765023300000,2.0271,2.0302,2.0264,2.0289,643,64389,130605.4682,1
1765022400000,2.0314,2.0335,2.0248,2.0271,2026,202637,411342.4097,1
1765021500000,2.0308,2.0322,2.0293,2.0311,367,36735,74600.9076,1
1765020600000,2.0263,2.0322,2.0256,2.0308,626,62668,127144.9472,1
1765019700000,2.0267,2.0285,2.0257,2.0258,765,76587,155250.3995,1
1765018800000,2.0229,2.0285,2.0218,2.0267,752,75244,152363.3916,1
1765017900000,2.0251,2.0263,2.0224,2.0233,680,68095,137832.3587,1
1765017000000,2.0235,2.0258,2.0215,2.025,909,90970,184066.8744,1
1765016100000,2.0232,2.0289,2.0225,2.0235,775,77589,157120.7334,1
1765015200000,2.0244,2.0259,2.0204,2.0232,642,64206,129838.1386,1
1765014300000,2.0256,2.0274,2.0244,2.0244,829,82996,168161.8196,1
1765013400000,2.0246,2.0277,2.0206,2.0253,1019,101952,206429.5372,1
1765012500000,2.0234,2.025,2.0222,2.0241,1170,117065,236862.3855,1
1765011600000,2.0166,2.0261,2.0161,2.0228,1604,160428,324143.0888,1
1765010700000,2.0203,2.0214,2.0145,2.0166,2376,237676,479633.2822,1
1765009800000,2.0208,2.0219,2.0161,2.0203,3341,334109,674414.9047,1
1765008900000,2.0261,2.0301,2.0185,2.0206,3021,302183,610939.8018,1
1765008000000,2.0286,2.0288,2.0256,2.0261,528,52882,107222.7235,1
1765007100000,2.031,2.0335,2.0283,2.0289,1231,123187,250075.2598,1
1765006200000,2.0292,2.0325,2.0265,2.0303,1032,103246,209458.7938,1
1765005300000,2.0352,2.0367,2.0294,2.0295,767,76777,156069.1409,1
1765004400000,2.0348,2.0382,2.0338,2.0352,1040,104081,211977.4991,1
1765003500000,2.0359,2.038,2.0334,2.0347,714,71494,145538.2513,1
1765002600000,2.0494,2.0494,2.0354,2.0359,1480,148099,302162.5956,1
1765001700000,2.043,2.0495,2.0426,2.0494,2668,266848,545860.8278,1
1765000800000,2.0421,2.0444,2.04,2.0427,764,76403,156032.3296,1
1764999900000,2.0396,2.044,2.0391,2.0429,1129,112930,230623.4429,1
1764999000000,2.0385,2.0409,2.0352,2.0396,536,53609,109264.8548,1
1764998100000,2.0404,2.0404,2.035,2.0386,890,89033,181446.5169,1
1764997200000,2.0399,2.041,2.0383,2.0404,1117,111706,227833.1147,1
1764996300000,2.0365,2.0404,2.0351,2.0399,801,80196,163462.8748,1
1764995400000,2.0362,2.0395,2.0349,2.0365,415,41564,84660.0426,1
1764994500000,2.0346,2.0366,2.0338,2.0362,771,77175,157045.2135,1
1764993600000,2.0378,2.0405,2.0341,2.0346,4022,402292,819918.4948,1
1764992700000,2.0363,2.0385,2.0357,2.0375,821,82189,167432.6249,1
1764991800000,2.034,2.0396,2.0337,2.0363,1976,197673,402724.7858,1
1764990900000,2.039,2.0399,2.0337,2.0342,3249,324913,661523.9635,1
1764990000000,2.0319,2.0415,2.0313,2.039,2257,225704,460166.1616,1
1764989100000,2.0297,2.0323,2.0284,2.0319,644,64484,130942.0042,1
1764988200000,2.028,2.032,2.0262,2.0297,887,88752,180106.8599,1
1764987300000,2.0276,2.0289,2.0253,2.028,865,86511,175360.5494,1
1764986400000,2.0299,2.0299,2.0239,2.0276,1111,111134,225273.8425,1
1764985500000,2.0274,2.0313,2.0254,2.0299,1015,101584,206157.012,1
1764984600000,2.0344,2.0345,2.0259,2.0271,1189,118943,241352.8828,1
1764983700000,2.0349,2.0382,2.0316,2.035,1696,169612,345304.048,1
1764982800000,2.0313,2.0349,2.0302,2.0349,853,85399,173607.8527,1
1764981900000,2.032,2.0339,2.0277,2.0313,1142,114255,232002.1001,1
1764981000000,2.0258,2.0328,2.0237,2.032,3382,338296,686484.0683,1
1764980100000,2.0224,2.0262,2.0163,2.0258,3186,318659,643472.706,1
1764979200000,2.033,2.033,2.0182,2.0224,2234,223481,452317.6735,1
1764978300000,2.0329,2.0368,2.0315,2.0328,2294,229485,467073.646,1
1764977400000,2.0328,2.0365,2.0309,2.0332,2570,257013,523124.357,1
1764976500000,2.0281,2.033,2.028,2.033,935,93511,189842.8381,1
1764975600000,2.0309,2.0313,2.0218,2.0281,1922,192233,389369.8361,1
1764974700000,2.0345,2.0352,2.0301,2.0304,898,89851,182706.9823,1
1764973800000,2.0306,2.0359,2.027,2.0345,1253,125362,254783.6995,1
1764972900000,2.0196,2.0306,2.0196,2.0306,1227,122745,248670.2848,1
1764972000000,2.0268,2.0268,2.0182,2.0194,1380,138091,279259.7221,1
1764971100000,2.0224,2.0267,2.0183,2.0267,3804,380440,769998.3106,1
1764970200000,2.0259,2.0286,2.0222,2.0224,2881,288102,583553.5217,1
1764969300000,2.0302,2.0316,2.0251,2.0255,1812,181261,367871.6665,1
1764968400000,2.0218,2.0313,2.0211,2.0302,1456,145628,295258.6268,1
1764967500000,2.0238,2.0273,2.021,2.0213,3239,323968,655245.0698,1
1764966600000,2.0303,2.0303,2.0231,2.0239,2156,215690,436849.5486,1
1764965700000,2.031,2.0361,2.0277,2.0303,1784,178429,362451.2949,1
1764964800000,2.0351,2.0359,2.0243,2.0307,4837,483710,981529.0787,1
1764963900000,2.0357,2.0415,2.0338,2.0361,3278,327898,668151.1594,1
1764963000000,2.0307,2.0396,2.0293,2.036,2296,229657,467359.5066,1
1764962100000,2.0249,2.033,2.021,2.0301,4864,486438,986499.5656,1
1764961200000,2.0175,2.025,2.0107,2.0243,3967,396756,800278.7058,1
1764960300000,2.0187,2.0234,2.0142,2.0172,8465,846590,1708061.8202,1
1764959400000,2.0284,2.0318,2.0158,2.0184,3559,355943,719909.5513,1
1764958500000,2.0395,2.0411,2.0245,2.0286,3480,348073,707403.9214,1
1764957600000,2.0337,2.0471,2.0293,2.0394,4373,437381,891508.3831,1
1764956700000,2.033,2.0427,2.0305,2.0343,5458,545865,1111921.3754,1
1764955800000,2.0229,2.034,2.016,2.0331,5548,554836,1123525.0718,1
1764954900000,2.0278,2.0384,2.0227,2.0231,3777,377740,766900.2871,1
1764954000000,2.0319,2.044,2.0279,2.0285,6444,644452,1312309.931,1
1764953100000,2.0263,2.04,2.0209,2.0324,10078,1007891,2046341.0167,1
1764952200000,2.0494,2.0528,2.0176,2.0255,18116,1811601,3690094.6712,1
1764951300000,2.0576,2.0625,2.0487,2.0498,6330,633059,1300490.0475,1
1764950400000,2.0751,2.0769,2.0485,2.0582,12191,1219142,2511427.8509,1
1764949500000,2.0845,2.0845,2.0713,2.0751,8950,895055,1858518.0572,1
1764948600000,2.0872,2.0945,2.0815,2.0848,3694,369403,771633.9632,1
1764947700000,2.0852,2.0894,2.0796,2.086,4273,427396,891091.4518,1
1764946800000,2.0653,2.0988,2.0653,2.0848,11163,1116308,2330324.4852,1
1764945900000,2.0616,2.0683,2.0572,2.0651,7857,785714,1623033.6202,1
1764945000000,2.0626,2.0725,2.0585,2.0609,9789,978919,2022027.2753,1
1764944100000,2.0576,2.0633,2.0555,2.0625,1750,175048,360546.2464,1
1764943200000,2.0642,2.0683,2.0559,2.0576,2188,218813,451008.5183,1
1764942300000,2.0621,2.0698,2.0562,2.0643,8369,836998,1726085.0854,1
1764941400000,2.0694,2.072,2.0604,2.0619,3011,301172,622078.1417,1
1764940500000,2.0668,2.0717,2.064,2.069,1868,186862,386453.0024,1
1764939600000,2.0669,2.076,2.0617,2.0668,2608,260868,540137.8707,1
1764938700000,2.0668,2.0683,2.064,2.0669,1017,101726,210168.8421,1
1764937800000,2.0689,2.073,2.0659,2.067,718,71870,148772.9428,1
1764936900000,2.0656,2.0717,2.0653,2.0688,2221,222165,459673.1137,1
1764936000000,2.0676,2.0709,2.0654,2.0656,1455,145527,300848.2003,1
1764935100000,2.0594,2.07,2.0594,2.0677,2625,262530,542378.8259,1
1764934200000,2.0593,2.0604,2.0524,2.0587,1772,177224,364451.3825,1
1764933300000,2.0629,2.0637,2.0577,2.0596,822,82291,169584.498,1
1764932400000,2.0604,2.064,2.059,2.0624,1438,143887,296628.9224,1
1764931500000,2.0639,2.0639,2.0573,2.0604,1283,128385,264596.4785,1
1764930600000,2.0643,2.0664,2.0626,2.0655,996,99662,205718.0992,1
1764929700000,2.0613,2.0687,2.0587,2.0649,1744,174411,359806.113,1
1764928800000,2.0566,2.0644,2.0533,2.0617,1804,180401,371648.8659,1
1764927900000,2.0567,2.0585,2.0542,2.0567,2304,230407,473839.3268,1
1764927000000,2.0592,2.0639,2.0528,2.056,3397,339710,699554.6269,1
1764926100000,2.0741,2.0741,2.0582,2.06,5839,583937,1204899.5243,1
1764925200000,2.077,2.0772,2.0713,2.0738,1751,175184,363186.7235,1
1764924300000,2.0785,2.0805,2.0749,2.0779,1619,161902,336534.3525,1
1764923400000,2.0836,2.0843,2.0742,2.0787,1583,158308,329062.1948,1
1764922500000,2.0876,2.0876,2.0815,2.0836,1392,139258,290262.8596,1
1764921600000,2.0919,2.0925,2.0848,2.0876,1137,113748,237423.1001,1
1764920700000,2.0901,2.0938,2.0869,2.0919,772,77218,161447.7596,1
1764919800000,2.0936,2.0944,2.0888,2.0909,863,86318,180609.9147,1
1764918900000,2.0949,2.0956,2.091,2.0936,1058,105854,221639.3256,1
1764918000000,2.0882,2.0979,2.0863,2.0942,1400,140053,293032.5439,1
1764917100000,2.0856,2.0891,2.0847,2.0883,710,71017,148200.3085,1
1764916200000,2.0842,2.0876,2.0803,2.0855,1400,140002,291702.0303,1
1764915300000,2.0859,2.0884,2.083,2.0841,842,84213,175675.2183,1
1764914400000,2.0813,2.0885,2.0813,2.0864,1501,150139,313082.3179,1
1764913500000,2.0817,2.0818,2.0783,2.0811,1307,130742,271943.2386,1
1764912600000,2.0779,2.0822,2.0752,2.0817,1935,193556,402471.1591,1
1764911700000,2.084,2.0864,2.0754,2.0781,1330,133051,276773.8746,1
1764910800000,2.0843,2.0875,2.0815,2.0847,1828,182841,381055.4433,1
1764909900000,2.081,2.0869,2.0774,2.0843,1637,163790,340949.7003,1
1764909000000,2.0875,2.0875,2.0789,2.0803,3002,300258,625315.8564,1
1764908100000,2.0959,2.0961,2.0874,2.0879,3209,320937,671596.4296,1
1764907200000,2.0892,2.0979,2.0892,2.0961,2553,255357,534703.8189,1
1764906300000,2.0894,2.094,2.086,2.0893,1840,184028,384659.4543,1
1764905400000,2.0956,2.0956,2.0886,2.0894,1891,189187,395554.8898,1
1764904500000,2.1013,2.1019,2.0939,2.0948,1415,141517,296786.0485,1
1764903600000,2.1029,2.1055,2.0991,2.1012,1122,112261,236011.6005,1
1764902700000,2.1091,2.1091,2.1017,2.103,721,72198,152006.013,1
1764901800000,2.1082,2.1109,2.106,2.1095,1004,100409,211719.3984,1
1764900900000,2.1054,2.1087,2.1039,2.1081,1400,140027,295019.9901,1
1764900000000,2.1041,2.1051,2.1003,2.1051,1382,138200,290535.7015,1
1764899100000,2.1072,2.1094,2.1032,2.1041,1485,148507,312885.7182,1
1764898200000,2.1075,2.1098,2.1045,2.1071,1060,106072,223503.2249,1
1764897300000,2.1029,2.1112,2.1029,2.1077,1572,157219,331290.1242,1
1764896400000,2.1032,2.1105,2.1016,2.1026,1643,164316,346081.0929,1
1764895500000,2.1113,2.112,2.1011,2.1035,1492,149291,314549.5095,1
1764894600000,2.1029,2.1118,2.1014,2.1108,5189,518973,1095030.203,1
1764893700000,2.0956,2.108,2.0955,2.1031,2145,214502,451177.7052,1
1764892800000,2.0951,2.1004,2.0937,2.0956,1934,193467,405998.1312,1
1764891900000,2.0943,2.0973,2.0918,2.0951,687,68733,143980.2494,1
1764891000000,2.096,2.0987,2.0911,2.0946,971,97186,203652.2179,1
1764890100000,2.0939,2.0971,2.0921,2.0967,1050,105097,220128.9718,1
1764889200000,2.0962,2.0986,2.0921,2.0942,1830,183060,383627.374,1
1764888300000,2.0986,2.1005,2.0961,2.0961,1143,114392,240090.8142,1
1764887400000,2.0971,2.1041,2.0961,2.0986,1276,127665,267995.5326,1
1764886500000,2.0966,2.0981,2.0923,2.0964,1264,126457,265032.9267,1
1764885600000,2.0908,2.0977,2.0908,2.0959,1464,146462,306790.9101,1
1764884700000,2.0983,2.0983,2.0876,2.09,1630,163028,341082.5926,1
1764883800000,2.0965,2.1024,2.0947,2.0983,2761,276124,579376.8363,1
1764882900000,2.1015,2.1052,2.0955,2.0969,1880,188086,394913.6728,1
1764882000000,2.1035,2.1098,2.0987,2.1015,3057,305788,643358.5972,1
1764881100000,2.0975,2.1075,2.0968,2.1035,4954,495474,1041675.9555,1
1764880200000,2.0892,2.0988,2.0878,2.098,1869,186980,391583.1103,1
1764879300000,2.0928,2.0962,2.0877,2.0892,2500,250092,523168.7884,1
1764878400000,2.0957,2.1024,2.0854,2.0933,3725,372572,780327.6116,1
1764877500000,2.0987,2.1028,2.092,2.0961,4080,408038,855959.6096,1
1764876600000,2.0823,2.0988,2.0811,2.0981,5784,578469,1210048.7106,1
1764875700000,2.0819,2.0873,2.068,2.0823,10620,1062048,2207298.0971,1
1764874800000,2.1033,2.1045,2.0801,2.0811,9431,943136,1976781.0118,1
1764873900000,2.0997,2.1071,2.099,2.1029,3368,336837,708306.1716,1
1764873000000,2.12,2.123,2.0977,2.0995,7576,757676,1596353.8622,1
1764872100000,2.1239,2.1239,2.1139,2.1203,3478,347852,736868.0156,1
1764871200000,2.1276,2.1276,2.1184,2.1243,3489,348972,740739.765,1
1764870300000,2.1211,2.1299,2.1177,2.1271,3225,322598,684978.6986,1
1764869400000,2.1241,2.1284,2.1155,2.1209,4742,474271,1005973.8661,1
1764868500000,2.1313,2.1315,2.1231,2.1245,3660,366008,778640.3721,1
1764867600000,2.1364,2.1377,2.1277,2.1309,2947,294712,628168.5719,1
1764866700000,2.1385,2.1441,2.1314,2.1367,4392,439257,938524.6791,1
1764865800000,2.1454,2.1469,2.1363,2.1388,4043,404332,865568.383,1
1764864900000,2.1426,2.1567,2.1425,2.1455,5912,591218,1271882.2198,1
1764864000000,2.152,2.1563,2.1365,2.143,6925,692574,1483490.3657,1
1764863100000,2.1468,2.1523,2.1383,2.1522,15392,1539226,3299025.5326,1
1764862200000,2.1301,2.1566,2.1291,2.1473,11076,1107659,2374156.4119,1
1764861300000,2.133,2.1362,2.1238,2.13,4036,403603,860093.5151,1
1764860400000,2.1189,2.1352,2.1189,2.1329,5373,537308,1143241.7856,1
1764859500000,2.132,2.1348,2.1134,2.119,8988,898844,1906854.6449,1
1764858600000,2.1353,2.1371,2.1255,2.1332,5113,511313,1090544.0759,1
1764857700000,2.1324,2.1376,2.1303,2.1369,3027,302794,646231.0387,1
1764856800000,2.1247,2.1347,2.1242,2.1334,3536,353638,753337.7193,1
1764855900000,2.1373,2.1387,2.1241,2.1247,14207,1420792,3025554.7614,1
1764855000000,2.1451,2.1468,2.1361,2.1376,2944,294446,630154.2176,1
1764854100000,2.1394,2.1499,2.1394,2.1455,2505,250591,537449.657,1
1764853200000,2.1457,2.1481,2.138,2.1388,2896,289619,620226.6299,1
1764852300000,2.1463,2.1486,2.1424,2.1454,1977,197778,424244.0955,1
1764851400000,2.1381,2.149,2.1379,2.1467,1982,198201,424832.0192,1
1764850500000,2.1479,2.1482,2.1367,2.138,5940,594005,1271708.3421,1
1764849600000,2.1505,2.1541,2.1462,2.1472,3282,328219,706079.574,1
1764848700000,2.1451,2.1516,2.1422,2.15,3228,322859,693334.273,1
1764847800000,2.1486,2.1515,2.1409,2.1453,4835,483578,1036628.8697,1
1764846900000,2.1528,2.1542,2.1477,2.1483,2186,218607,470169.2916,1
1764846000000,2.1571,2.1577,2.1521,2.1529,7867,786747,1696292.4684,1
1764845100000,2.1592,2.1606,2.1544,2.1572,9938,993878,2142957.458,1
1764844200000,2.1624,2.1652,2.1574,2.1596,3627,362711,783397.8392,1
1764843300000,2.1678,2.1678,2.1618,2.1624,1290,129057,279405.575,1
1764842400000,2.1694,2.1719,2.1669,2.1677,1286,128645,279091.0683,1
1764841500000,2.1721,2.1742,2.1689,2.1689,1215,121552,263962.5432,1
1764840600000,2.1664,2.1731,2.1648,2.1721,1918,191895,416224.4774,1
1764839700000,2.1685,2.1686,2.1632,2.1662,1832,183224,396893.5669,1
1764838800000,2.1629,2.1738,2.1629,2.1685,1764,176415,382618.2426,1
1764837900000,2.1713,2.1717,2.1597,2.1628,1308,130832,283057.8444,1
1764837000000,2.1637,2.1718,2.1623,2.1713,1554,155489,336991.8347,1
1764836100000,2.167,2.1706,2.1638,2.1642,1318,131895,285830.1972,1
1764835200000,2.1718,2.1782,2.1651,2.1671,1768,176864,384117.9333,1
1764834300000,2.173,2.1737,2.1692,2.1717,1395,139549,303077.3011,1
1764833400000,2.1696,2.1735,2.1682,2.1727,1378,137888,299446.5531,1
1764832500000,2.169,2.1722,2.1643,2.1696,1853,185365,401776.9494,1
1764831600000,2.1799,2.1799,2.1667,2.1693,2830,283067,614467.7548,1
1764830700000,2.1816,2.1823,2.177,2.18,1730,173067,377129.145,1
1764829800000,2.1794,2.1844,2.1788,2.182,1895,189565,413704.097,1
1764828900000,2.1781,2.1807,2.1745,2.1793,1200,120060,261363.6082,1
1764828000000,2.1765,2.1781,2.1741,2.1781,1328,132852,289151.8508,1
1764827100000,2.1761,2.1773,2.1704,2.1761,1473,147350,320387.362,1
1764826200000,2.183,2.185,2.175,2.1759,1242,124239,270780.2791,1
1764825300000,2.1828,2.1843,2.1771,2.1832,3022,302256,658614.4724,1
1764824400000,2.1871,2.1874,2.1803,2.1828,1503,150337,328233.1831,1
1764823500000,2.1888,2.1891,2.1834,2.1865,1053,105329,230238.1818,1
1764822600000,2.1949,2.1965,2.1863,2.1888,1658,165819,363413.0085,1
1764821700000,2.1953,2.1963,2.1915,2.1944,1257,125715,275792.1992,1
1764820800000,2.1939,2.1994,2.1903,2.1952,1015,101564,222921.2886,1
1764819900000,2.1943,2.1964,2.1921,2.1938,1156,115662,253715.9225,1
1764819000000,2.1946,2.1972,2.192,2.1943,1484,148485,325784.7926,1
1764818100000,2.1995,2.2,2.1939,2.1946,1307,130740,287137.3394,1
1764817200000,2.2007,2.2055,2.1981,2.1998,1893,189315,416741.3192,1
1764816300000,2.2034,2.2063,2.1996,2.2009,1517,151713,334191.0131,1
1764815400000,2.2045,2.2074,2.2005,2.2037,3823,382372,842393.7708,1
1764814500000,2.2026,2.2077,2.2004,2.204,2913,291363,642148.2891,1
1764813600000,2.1914,2.2032,2.19,2.2026,2388,238893,524556.0996,1
1764812700000,2.2039,2.2051,2.1914,2.1914,2042,204213,448356.4677,1
1764811800000,2.2001,2.2037,2.1973,2.2036,1778,177857,391507.8106,1
1764810900000,2.2116,2.2145,2.1956,2.2001,10875,1087599,2396366.8672,1
1764810000000,2.1934,2.2125,2.192,2.2112,2244,224449,494474.6491,1
1764809100000,2.1974,2.2016,2.193,2.1937,5507,550793,1210519.6021,1
1764808200000,2.1907,2.1979,2.1861,2.1972,1888,188892,413705.242,1
1764807300000,2.1935,2.1981,2.1878,2.1917,4872,487270,1068269.5507,1
1764806400000,2.196,2.2052,2.193,2.1936,3094,309430,680557.8063,1
1764805500000,2.1997,2.2045,2.1945,2.1959,1910,191085,420310.979,1
